bank_id,branch_id,acct_id,dsply_nm,type,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
bank_0,1,0,StevenSutton,SAV,Steven,Sutton,48764 Howard Forge Apt. 421,Vanessaside,PA,US,19763,M,1962-05-01,128-83-3050,,
bank_0,1,1,LisaClayton,SAV,Lisa,Clayton,6593 Ramos Pike,Bryanside,AL,US,12726,F,1990-03-15,281-97-3445,,
bank_0,1,2,VictorMorrison,SAV,Victor,Morrison,139 John Divide Suite 115,Rodriguezside,VT,US,16860,M,1978-06-24,781-18-4733,,
bank_0,1,3,MelindaMassey,SAV,Melinda,Massey,96593 White View Apt. 094,Jonesberg,FL,US,5565,F,1998-07-22,847-41-8552,,
bank_0,1,4,AlanNelson,SAV,Alan,Nelson,96947 Keller Squares,Christopherville,OR,US,83095,M,1964-01-16,729-99-2688,,
bank_0,1,5,KarenAcosta,SAV,Karen,Acosta,56012 Brandon Ports Apt. 013,South Christopherville,PA,US,3336,F,1954-06-20,550-80-9425,,
bank_0,1,6,ChristinaHoward,SAV,Christina,Howard,691 Jones Cliffs,Michaelburgh,NY,US,61728,F,1943-11-27,317-74-1177,,
bank_0,1,7,MariahPrice,SAV,Mariah,Price,302 Matthew Glen,New Sandraburgh,NJ,US,89797,F,1969-02-13,226-39-2101,,
bank_0,1,8,MichelleHughes,SAV,Michelle,Hughes,071 Stevenson Plains,Dennisfort,RI,US,38233,F,1987-01-19,472-65-4439,,
bank_0,1,9,AmyMiles,SAV,Amy,Miles,93523 Dana Lane,Johnsonshire,WI,US,87296,F,1989-06-22,357-18-4730,,
bank_0,1,10,MichelleSmith,SAV,Michelle,Smith,900 Nguyen Villages Suite 063,Port Jessicatown,TX,US,55221,F,1962-09-28,110-11-4206,,
bank_0,1,11,RuthNewman,SAV,Ruth,Newman,19344 Craig Walk,Burtontown,NV,US,15676,F,1999-11-04,399-17-8486,,
bank_0,1,12,CassandraBennett,SAV,Cassandra,Bennett,0003 Grant Lakes,Port Karafort,SD,US,60619,F,1984-10-14,890-97-4434,,
bank_0,1,13,JohnAllen,SAV,John,Allen,45551 Chan Camp,West Frankshire,MN,US,52247,M,1978-07-20,749-41-0850,,
bank_0,1,14,JessicaTurner,SAV,Jessica,Turner,146 Evans Coves,New Reginafort,MA,US,16796,F,1973-10-29,620-18-7922,,
bank_0,1,15,JennyRichardson,SAV,Jenny,Richardson,96111 Kara Circle,Smithfurt,NC,US,38488,F,1971-10-01,491-83-5994,,
bank_0,1,16,ZacharyReid,SAV,Zachary,Reid,6582 Vanessa Oval,New Richard,NE,US,68819,M,1974-12-09,109-32-9090,,
bank_0,1,17,KellieSexton,SAV,Kellie,Sexton,55508 Nancy Rapids,Port Nicholas,VT,US,93086,F,1996-02-23,866-19-3048,,
bank_0,1,18,WandaBurgess,SAV,Wanda,Burgess,40752 Misty Mount,Williamhaven,AZ,US,75719,F,1947-05-25,178-93-9323,,
bank_0,1,19,MartinAnderson,SAV,Martin,Anderson,024 Cook Park,Sherriport,MT,US,50853,M,1996-05-07,475-69-0326,,
bank_0,1,20,LorraineGarcia,SAV,Lorraine,Garcia,07627 Emily Drive Suite 609,Hugheston,NJ,US,20341,F,1942-08-08,162-16-8343,,
bank_0,1,21,JacobLee,SAV,Jacob,Lee,67109 Mendez Junction Apt. 942,Lloydville,WY,US,25290,M,1943-10-29,583-51-0827,,
bank_0,1,22,ArthurPerry,SAV,Arthur,Perry,07408 Jerry Trail,Hunterville,NE,US,74689,M,1969-12-12,009-50-6182,,
bank_0,1,23,RobertJones,SAV,Robert,Jones,6607 Sharp Common,Chadstad,AK,US,45779,M,1964-11-24,867-33-2138,,
bank_0,1,24,AshleyCarpenter,SAV,Ashley,Carpenter,1754 Anthony Fords,Matthewport,OH,US,83851,F,1963-06-24,163-60-9388,,
bank_0,1,25,JuanYang,SAV,Juan,Yang,35833 Kelly Manor,Port Davidtown,CA,US,92535,M,1946-03-17,107-56-3215,,
bank_0,1,26,RebeccaHill,SAV,Rebecca,Hill,5137 Walsh Pines Apt. 660,Haydenmouth,IL,US,49206,F,1961-03-09,444-98-7934,,
bank_0,1,27,PaulPhillips,SAV,Paul,Phillips,762 Reynolds Gateway,Petersonhaven,MI,US,61113,M,1984-03-14,631-11-2884,,
bank_0,1,28,DianaRiggs,SAV,Diana,Riggs,703 Wilson Roads Suite 892,Mccarthyfort,TX,US,65732,F,1992-12-13,416-24-3241,,
bank_0,1,29,KimberlyWilson,SAV,Kimberly,Wilson,46896 Garcia Glen,Justinborough,CO,US,5147,F,1946-01-08,662-17-1664,,
bank_0,1,30,CalebMartinez,SAV,Caleb,Martinez,64482 Amanda Loop,Figueroaview,NV,US,49234,M,1979-11-23,702-50-3379,,
bank_0,1,31,StephenSmith,SAV,Stephen,Smith,84576 Thomas Square Suite 707,Douglasfort,RI,US,28775,M,1942-12-18,641-42-7889,,
bank_0,1,32,AshleyMurray,SAV,Ashley,Murray,160 Williams River,West Morganport,IN,US,18940,F,1992-05-16,727-40-8041,,
bank_0,1,33,RebeccaGonzales,SAV,Rebecca,Gonzales,6627 Alexandria Curve,East Sean,MS,US,56506,F,1996-02-18,536-46-7747,,
bank_0,1,34,RaymondAndrade,SAV,Raymond,Andrade,0312 Brown Route,East Cheryl,CO,US,92896,M,2000-05-08,850-92-1046,,
bank_0,1,35,MatthewTaylor,SAV,Matthew,Taylor,886 Henry Squares,Lewisview,AZ,US,7389,M,1952-04-22,561-27-9202,,
bank_0,1,36,JosephLee,SAV,Joseph,Lee,683 Lee Rest,New Nicolemouth,ND,US,60236,M,2002-01-10,124-07-3940,,
bank_0,1,37,BradGarcia,SAV,Brad,Garcia,34448 Scott Key Apt. 048,North Stevenmouth,MT,US,65195,M,1972-07-25,033-15-7497,,
