bank_id,branch_id,acct_id,initial_deposit
bank_3,1,1600,57527.74
bank_3,1,1601,91739.2
bank_3,1,1602,74749.5
bank_3,1,1603,58994.35
bank_3,1,1604,72985.18
bank_3,1,1605,76315.14
bank_3,1,1606,74035.67
bank_3,1,1607,51299.33
bank_3,1,1608,59338.26
bank_3,1,1609,80014.06
bank_3,1,1610,67026.01
bank_3,1,1611,88823.61
bank_3,1,1612,65483.22
bank_3,1,1613,89425.99
bank_3,1,1614,78247.39
bank_3,1,1615,66152.94
bank_3,1,1616,65127.07
bank_3,1,1617,70248.86
bank_3,1,1618,53693.4
bank_3,1,1619,89021.81
bank_3,1,1620,95914.28
bank_3,1,1621,81996.9
bank_3,1,1622,79452.46
bank_3,1,1623,89270.04
bank_3,1,1624,54708.43
bank_3,1,1625,87341.91
bank_3,1,1626,84311.97
bank_3,1,1627,57666.87
bank_3,1,1628,78267.04
bank_3,1,1629,90138.27
bank_3,1,1630,62101.87
bank_3,1,1631,53957.38
bank_3,1,1632,55158.43
bank_3,1,1633,65360.22
bank_3,1,1634,69203.35
bank_3,1,1635,91709.09
bank_3,1,1636,73861.0
bank_3,1,1637,88185.83
bank_3,1,1638,61787.76
bank_3,1,1639,84961.47
bank_3,1,1640,98802.64
bank_3,1,1641,70686.43
bank_3,1,1642,93104.57
bank_3,1,1643,52808.35
bank_3,1,1644,53892.8
bank_3,1,1645,51954.06
bank_3,1,1646,92994.46
bank_3,1,1647,91601.27
bank_3,1,1648,87282.3
bank_3,1,1649,94037.14
bank_3,1,1650,65110.49
bank_3,1,1651,88677.39
bank_3,1,1652,94164.05
bank_3,1,1653,80040.64
bank_3,1,1654,89943.5
bank_3,1,1655,91698.31
bank_3,1,1656,82748.85
bank_3,1,1657,89970.49
bank_3,1,1658,94757.38
bank_3,1,1659,60738.48
bank_3,1,1660,60349.81
bank_3,1,1661,80825.67
bank_3,1,1662,94068.99
bank_3,1,1663,90846.22
bank_3,1,1664,90843.05
bank_3,1,1665,57768.51
bank_3,1,1666,63199.05
bank_3,1,1667,96791.09
bank_3,1,1668,86236.83
bank_3,1,1669,86200.94
bank_3,1,1670,92203.26
bank_3,1,1671,83952.66
bank_3,1,1672,64652.54
bank_3,1,1673,94136.57
bank_3,1,1674,66551.52
bank_3,1,1675,97311.74
bank_3,1,1676,82374.76
bank_3,1,1677,59742.41
bank_3,1,1678,92776.38
bank_3,1,1679,89740.2
bank_3,1,1680,94132.33
bank_3,1,1681,82344.27
bank_3,1,1682,57244.77
bank_3,1,1683,53674.27
bank_3,1,1684,56597.18
bank_3,1,1685,76442.56
bank_3,1,1686,74171.2
bank_3,1,1687,79249.34
bank_3,1,1688,72260.92
bank_3,1,1689,85776.27
bank_3,1,1690,76961.14
bank_3,1,1691,82515.03
bank_3,1,1692,92789.61
bank_3,1,1693,54282.08
bank_3,1,1694,92472.45
bank_3,1,1695,61888.53
bank_3,1,1696,98493.15
bank_3,1,1697,72869.16
bank_3,1,1698,70833.85
bank_3,1,1699,98681.92
bank_3,1,1700,77827.62
bank_3,1,1701,52202.39
bank_3,1,1702,94622.85
bank_3,1,1703,63752.27
bank_3,1,1704,70070.84
bank_3,1,1705,57224.38
bank_3,1,1706,99745.14
bank_3,1,1707,82091.44
bank_3,1,1708,95216.82
bank_3,1,1709,80990.43
bank_3,1,1710,93164.18
bank_3,1,1711,93672.39
bank_3,1,1712,97878.39
bank_3,1,1713,88000.83
bank_3,1,1714,97637.55
bank_3,1,1715,83335.34
bank_3,1,1716,87015.05
bank_3,1,1717,96286.78
bank_3,1,1718,97129.94
bank_3,1,1719,98927.12
bank_3,1,1720,50202.54
bank_3,1,1721,79241.24
bank_3,1,1722,98020.04
bank_3,1,1723,82454.03
bank_3,1,1724,59600.78
bank_3,1,1725,57693.53
bank_3,1,1726,66810.78
bank_3,1,1727,76386.21
bank_3,1,1728,70416.92
bank_3,1,1729,68459.46
bank_3,1,1730,54404.87
bank_3,1,1731,82194.99
bank_3,1,1732,69410.01
bank_3,1,1733,75543.07
bank_3,1,1734,52603.88
bank_3,1,1735,99753.93
bank_3,1,1736,64700.86
bank_3,1,1737,85542.83
bank_3,1,1738,90097.53
bank_3,1,1739,58487.93
bank_3,1,1740,68666.44
bank_3,1,1741,67634.89
bank_3,1,1742,58578.62
bank_3,1,1743,82832.12
bank_3,1,1744,87716.53
bank_3,1,1745,82517.8
bank_3,1,1746,86834.6
bank_3,1,1747,54674.98
bank_3,1,1748,70758.74
bank_3,1,1749,74897.33
bank_3,1,1750,98420.3
bank_3,1,1751,72688.9
bank_3,1,1752,76961.85
bank_3,1,1753,76248.17
bank_3,1,1754,58917.08
bank_3,1,1755,50001.16
bank_3,1,1756,94555.02
bank_3,1,1757,96570.83
bank_3,1,1758,50871.92
bank_3,1,1759,57686.39
bank_3,1,1760,94033.93
bank_3,1,1761,78535.64
bank_3,1,1762,54282.08
bank_3,1,1763,76122.84
bank_3,1,1764,90186.64
bank_3,1,1765,62992.94
bank_3,1,1766,71277.26
bank_3,1,1767,86886.01
bank_3,1,1768,69622.2
bank_3,1,1769,50210.91
bank_3,1,1770,64241.95
bank_3,1,1771,77618.46
bank_3,1,1772,84396.91
bank_3,1,1773,70777.14
bank_3,1,1774,65877.45
bank_3,1,1775,85236.05
bank_3,1,1776,98761.2
bank_3,1,1777,93342.13
bank_3,1,1778,74676.32
bank_3,1,1779,56386.24
bank_3,1,1780,83028.54
bank_3,1,1781,60505.87
bank_3,1,1782,61351.11
bank_3,1,1783,81401.02
bank_3,1,1784,61159.35
bank_3,1,1785,85609.54
bank_3,1,1786,75212.31
bank_3,1,1787,71658.82
bank_3,1,1788,90185.29
bank_3,1,1789,73120.01
bank_3,1,1790,86043.13
bank_3,1,1791,80976.8
bank_3,1,1792,87215.47
bank_3,1,1793,94612.08
bank_3,1,1794,60687.18
bank_3,1,1795,83895.87
bank_3,1,1796,50222.63
bank_3,1,1797,60798.96
bank_3,1,1798,87064.41
bank_3,1,1799,65375.46
bank_3,1,1800,60867.86
bank_3,1,1801,77870.38
bank_3,1,1802,94379.22
bank_3,1,1803,77041.48
bank_3,1,1804,60656.07
bank_3,1,1805,64661.2
bank_3,1,1806,56482.8
bank_3,1,1807,66545.27
bank_3,1,1808,52515.56
bank_3,1,1809,82700.57
bank_3,1,1810,76544.74
bank_3,1,1811,55554.68
bank_3,1,1812,52344.84
bank_3,1,1813,57343.24
bank_3,1,1814,93038.99
bank_3,1,1815,98146.74
bank_3,1,1816,65253.62
bank_3,1,1817,72055.54
bank_3,1,1818,59532.84
bank_3,1,1819,86345.14
bank_3,1,1820,75458.89
bank_3,1,1821,50616.05
bank_3,1,1822,61663.86
bank_3,1,1823,50401.66
bank_3,1,1824,71880.01
bank_3,1,1825,93558.7
bank_3,1,1826,94033.56
bank_3,1,1827,80138.18
bank_3,1,1828,97978.76
bank_3,1,1829,95570.46
bank_3,1,1830,75526.56
bank_3,1,1831,69667.14
bank_3,1,1832,65770.46
bank_3,1,1833,58344.85
bank_3,1,1834,77538.49
bank_3,1,1835,73692.07
bank_3,1,1836,50504.37
bank_3,1,1837,51691.84
bank_3,1,1838,60862.83
bank_3,1,1839,62989.08
bank_3,1,1840,72496.59
bank_3,1,1841,95113.85
bank_3,1,1842,96180.59
bank_3,1,1843,63488.39
bank_3,1,1844,83927.14
bank_3,1,1845,77805.03
bank_3,1,1846,95010.0
bank_3,1,1847,65125.77
bank_3,1,1848,72207.3
bank_3,1,1849,79744.69
bank_3,1,1850,70974.17
bank_3,1,1851,70907.28
bank_3,1,1852,60029.68
bank_3,1,1853,87087.01
bank_3,1,1854,90685.13
bank_3,1,1855,82566.56
bank_3,1,1856,78139.75
bank_3,1,1857,94019.04
bank_3,1,1858,93005.83
bank_3,1,1859,50990.44
bank_3,1,1860,83956.4
bank_3,1,1861,51031.25
bank_3,1,1862,70354.8
bank_3,1,1863,60045.02
bank_3,1,1864,60249.59
bank_3,1,1865,71783.32
bank_3,1,1866,52288.47
bank_3,1,1867,86227.85
bank_3,1,1868,74570.13
bank_3,1,1869,93635.64
bank_3,1,1870,63660.8
bank_3,1,1871,98370.0
bank_3,1,1872,98149.28
bank_3,1,1873,69143.15
bank_3,1,1874,57715.72
bank_3,1,1875,56253.35
bank_3,1,1876,53440.94
bank_3,1,1877,52109.23
bank_3,1,1878,93419.86
bank_3,1,1879,68206.24
bank_3,1,1880,73373.2
bank_3,1,1881,71801.52
bank_3,1,1882,90096.02
bank_3,1,1883,70054.77
bank_3,1,1884,67853.26
bank_3,1,1885,83932.39
bank_3,1,1886,69186.92
bank_3,1,1887,82885.5
bank_3,1,1888,72905.82
bank_3,1,1889,78412.42
bank_3,1,1890,70128.46
bank_3,1,1891,62667.07
bank_3,1,1892,97175.46
bank_3,1,1893,79436.13
bank_3,1,1894,81804.54
bank_3,1,1895,64329.62
bank_3,1,1896,81800.3
bank_3,1,1897,77632.59
bank_3,1,1898,79068.63
bank_3,1,1899,76955.91
bank_3,1,1900,62874.51
