bank_id,branch_id,acct_id,dsply_nm,type,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
bank_3,1,0,JeremyGiles,SAV,Jeremy,Giles,248 Brooke Divide Apt. 187,Howetown,TN,US,75890,M,1959-04-19,252-19-6848,,
bank_3,1,1,CharlesMoore,SAV,Charles,Moore,0836 Miles Ways,West Aarontown,PA,US,59448,M,1997-12-09,125-65-2723,,
bank_3,1,2,CarolynWhite,SAV,Carolyn,White,044 Steve Extensions Suite 802,West Elizabethville,WA,US,63946,F,1973-10-27,483-12-3039,,
bank_3,1,3,LaurenLara,SAV,Lauren,Lara,2161 Ayala Orchard,Campbellhaven,ME,US,84586,F,1996-02-17,401-99-0142,,
bank_3,1,4,MaryWright,SAV,Mary,Wright,490 Marshall Stream,Port Christinebury,OR,US,41389,F,1941-04-23,735-82-2970,,
bank_3,1,5,MarkBrewer,SAV,Mark,Brewer,563 William Ridges Suite 238,Port Jason,MS,US,84450,M,1971-12-21,382-45-3062,,
bank_3,1,6,StevenAlvarado,SAV,Steven,Alvarado,8294 Gilbert Loop Apt. 701,Bettyport,OK,US,80047,M,1958-04-24,121-61-1254,,
bank_3,1,7,JenniferMelton,SAV,Jennifer,Melton,4263 Janet Road,Millerhaven,NM,US,75255,F,1949-02-12,208-46-7324,,
bank_3,1,8,JordanRogers,SAV,Jordan,Rogers,23036 Becker Springs,Port Brianburgh,DE,US,90610,F,2002-06-01,331-62-5632,,
bank_3,1,9,StephenRangel,SAV,Stephen,Rangel,555 Michael Estates,Longchester,AL,US,63390,M,1947-02-17,171-40-3562,,
bank_3,1,10,DennisSalinas,SAV,Dennis,Salinas,9176 Katherine Streets Suite 176,Shellyberg,NC,US,65830,M,1980-07-18,856-83-1872,,
bank_3,1,11,TimothyYang,SAV,Timothy,Yang,430 Larry Forges,Dorseyside,MD,US,39541,M,1999-10-27,784-47-0216,,
bank_3,1,12,EricLee,SAV,Eric,Lee,422 Knight View Suite 844,Wadeville,HI,US,46120,M,1958-02-18,245-97-9150,,
bank_3,1,13,JessicaSuarez,SAV,Jessica,Suarez,46700 Julie Views,Jonesstad,UT,US,54608,F,1945-12-19,302-40-9262,,
bank_3,1,14,KimMiller,SAV,Kim,Miller,017 Garcia Road Suite 949,Lake Benjaminstad,CT,US,65032,F,1975-06-15,320-21-9209,,
bank_3,1,15,DerrickMitchell,SAV,Derrick,Mitchell,951 Kim Coves,Christianview,NC,US,4100,M,1960-01-26,563-07-4920,,
bank_3,1,16,LisaHarris,SAV,Lisa,Harris,40069 Robertson Center Apt. 769,New Cindyville,AR,US,6757,F,1982-12-23,715-96-4924,,
