bank_id,branch_id,acct_id,ssn
bank_1,1,0,378-22-3125
bank_1,1,1,481-07-9454
bank_1,1,2,684-94-8131
bank_1,1,3,032-73-0804
bank_1,1,4,175-45-2756
bank_1,1,5,227-89-0035
bank_1,1,6,235-13-7577
bank_1,1,7,197-64-5342
bank_1,1,8,419-91-4386
bank_1,1,9,876-69-3021
bank_1,1,10,827-66-6233
bank_1,1,11,448-88-9669
bank_1,1,12,357-81-8712
bank_1,1,13,395-63-1318
bank_1,1,14,805-58-6927
bank_1,1,15,106-94-5607
bank_1,1,16,536-71-4473
bank_1,1,17,487-35-8172
bank_1,1,18,711-11-2276
bank_1,1,19,540-89-5309
bank_1,1,20,463-80-6623
bank_1,1,21,344-81-8494
bank_1,1,22,104-94-3552
bank_1,1,23,570-16-5569
bank_1,1,24,856-42-5952
bank_1,1,25,229-91-8053
bank_1,1,26,260-54-6715
bank_1,1,27,687-78-4457
bank_1,1,28,315-75-9755
bank_1,1,29,466-58-2006
bank_1,1,30,509-63-0062
bank_1,1,31,839-81-6910
bank_1,1,32,319-60-9088
bank_1,1,33,794-96-5373
bank_1,1,34,544-39-9285
bank_1,1,35,190-50-7809
bank_1,1,36,366-55-1677
bank_1,1,37,773-70-2510
bank_1,1,38,452-46-9899
bank_1,1,39,317-97-2868
bank_1,1,40,381-30-1290
bank_1,1,41,223-57-3919
bank_1,1,42,456-21-6328
bank_1,1,43,775-36-8124
bank_1,1,44,122-55-6680
bank_1,1,45,851-43-9016
bank_1,1,46,354-77-8972
bank_1,1,47,025-35-9565
bank_1,1,48,024-54-3758
bank_1,1,49,328-18-2319
bank_1,1,50,022-39-5302
bank_1,1,51,176-42-7508
bank_1,1,52,541-57-9369
bank_1,1,53,669-83-1789
bank_1,1,54,360-95-5202
bank_1,1,55,412-26-4392
bank_1,1,56,146-47-7028
bank_1,1,57,513-32-9441
bank_1,1,58,638-85-1580
bank_1,1,59,029-13-9502
bank_1,1,60,746-58-4942
bank_1,1,61,784-53-3992
bank_1,1,62,642-41-1174
bank_1,1,63,501-69-8009
bank_1,1,64,618-21-6411
bank_1,1,65,168-59-6388
bank_1,1,66,777-45-7526
bank_1,1,67,241-74-0751
bank_1,1,68,603-97-9033
bank_1,1,69,663-56-5020
bank_1,1,70,709-40-6300
bank_1,1,71,531-18-3521
bank_1,1,72,112-88-3987
bank_1,1,73,520-89-9218
bank_1,1,74,117-22-8150
bank_1,1,75,817-49-7449
bank_1,1,76,593-57-4099
bank_1,1,77,355-42-9744
bank_1,1,78,308-44-9174
bank_1,1,79,479-26-3348
bank_1,1,80,503-16-3243
bank_1,1,81,009-13-1960
bank_1,1,82,550-29-1028
bank_1,1,83,868-53-2435
bank_1,1,84,454-28-3254
bank_1,1,85,542-61-1597
bank_1,1,86,158-87-7027
bank_1,1,87,521-46-0415
bank_1,1,88,550-75-2116
bank_1,1,89,130-23-8302
bank_1,1,90,540-81-6627
bank_1,1,91,130-39-9665
bank_1,1,92,276-88-8763
bank_1,1,93,186-49-0131
bank_1,1,94,669-04-7706
bank_1,1,95,645-74-5542
bank_1,1,96,641-75-3141
bank_1,1,97,826-16-9638
bank_1,1,98,108-53-4603
bank_1,1,99,040-47-4842
bank_1,1,100,141-22-9421
bank_1,1,101,179-32-1754
bank_1,1,102,120-98-7687
bank_1,1,103,290-23-4436
bank_1,1,104,540-40-8729
bank_1,1,105,119-14-0432
bank_1,1,106,794-35-7530
bank_1,1,107,608-39-3641
bank_1,1,108,470-74-7412
bank_1,1,109,153-52-7555
bank_1,1,110,150-44-4695
bank_1,1,111,703-20-5226
bank_1,1,112,698-90-8080
bank_1,1,113,284-63-0601
bank_1,1,114,215-23-2294
bank_1,1,115,160-34-4591
bank_1,1,116,675-88-0770
bank_1,1,117,322-16-6098
bank_1,1,118,829-37-1274
bank_1,1,119,691-85-2992
bank_1,1,120,365-68-8278
bank_1,1,121,608-58-3146
bank_1,1,122,204-49-0872
bank_1,1,123,555-92-8763
bank_1,1,124,295-23-4210
bank_1,1,125,237-08-1369
bank_1,1,126,349-54-6437
bank_1,1,127,804-93-9779
bank_1,1,128,853-93-4913
bank_1,1,129,149-64-7752
bank_1,1,130,781-04-0142
bank_1,1,131,033-77-7822
bank_1,1,132,006-57-9579
bank_1,1,133,432-50-9128
bank_1,1,134,585-36-3760
bank_1,1,135,214-65-4982
bank_1,1,136,368-07-7412
bank_1,1,137,837-75-4011
bank_1,1,138,541-92-6491
bank_1,1,139,286-68-7088
bank_1,1,140,375-76-2432
bank_1,1,141,778-84-5779
bank_1,1,142,462-59-1104
bank_1,1,143,695-43-9480
bank_1,1,144,605-52-9769
bank_1,1,145,601-75-3325
bank_1,1,146,322-99-5277
bank_1,1,147,112-57-5768
bank_1,1,148,847-87-3138
bank_1,1,149,808-34-6320
bank_1,1,150,151-69-8131
bank_1,1,151,212-83-2803
bank_1,1,152,197-65-5639
bank_1,1,153,453-46-8510
bank_1,1,154,029-24-9062
bank_1,1,155,359-92-2207
bank_1,1,156,065-24-4818
bank_1,1,157,346-11-2528
bank_1,1,158,408-61-5414
bank_1,1,159,537-34-3933
bank_1,1,160,048-60-7877
bank_1,1,161,137-99-8339
bank_1,1,162,810-95-3394
bank_1,1,163,446-48-8814
bank_1,1,164,452-90-4248
bank_1,1,165,494-87-4812
bank_1,1,166,716-08-9712
bank_1,1,167,619-84-1420
bank_1,1,168,886-45-8324
bank_1,1,169,501-60-1963
bank_1,1,170,165-55-7171
bank_1,1,171,304-52-0155
bank_1,1,172,376-48-5384
bank_1,1,173,192-85-2179
bank_1,1,174,502-25-0869
bank_1,1,175,485-96-6819
bank_1,1,176,757-26-2942
bank_1,1,177,648-57-1104
bank_1,1,178,165-58-1597
bank_1,1,179,093-58-4816
bank_1,1,180,504-55-3236
bank_1,1,181,190-61-4958
bank_1,1,182,545-14-7809
bank_1,1,183,386-86-0393
bank_1,1,184,206-21-7376
bank_1,1,185,279-98-8494
bank_1,1,186,382-93-1906
bank_1,1,187,097-72-0366
bank_1,1,188,537-50-2040
bank_1,1,189,103-68-4375
bank_1,1,190,877-49-4960
bank_1,1,191,177-52-9213
bank_1,1,192,101-69-3689
bank_1,1,193,262-21-9304
bank_1,1,194,055-51-1569
bank_1,1,195,299-83-7847
bank_1,1,196,098-75-8927
bank_1,1,197,624-22-9974
bank_1,1,198,608-66-6541
bank_1,1,199,486-89-5333
bank_1,1,200,501-13-1019
bank_1,1,201,063-25-5077
bank_1,1,202,332-73-5046
bank_1,1,203,110-19-4308
bank_1,1,204,644-83-2382
bank_1,1,205,119-75-1206
bank_1,1,206,686-32-6830
bank_1,1,207,873-85-4166
bank_1,1,208,052-89-8670
bank_1,1,209,729-33-3442
bank_1,1,210,778-94-9332
bank_1,1,211,171-69-0929
bank_1,1,212,018-57-1064
bank_1,1,213,187-16-3766
bank_1,1,214,053-88-5125
bank_1,1,215,755-37-4767
bank_1,1,216,749-76-5468
bank_1,1,217,887-06-6236
bank_1,1,218,461-70-4081
bank_1,1,219,235-07-3651
bank_1,1,220,124-37-2644
bank_1,1,221,022-44-7548
bank_1,1,222,746-31-1587
bank_1,1,223,176-84-8109
bank_1,1,224,743-10-8772
bank_1,1,225,116-96-5627
bank_1,1,226,272-78-2867
bank_1,1,227,014-12-3351
bank_1,1,228,070-50-6304
bank_1,1,229,657-50-7958
bank_1,1,230,524-78-2870
bank_1,1,231,509-33-3120
bank_1,1,232,172-35-2837
bank_1,1,233,638-01-3486
bank_1,1,234,276-08-1032
bank_1,1,235,526-20-6739
bank_1,1,236,617-63-1754
bank_1,1,237,033-24-5484
bank_1,1,238,347-71-4890
bank_1,1,239,345-81-4530
bank_1,1,240,676-79-6013
bank_1,1,241,673-03-0339
bank_1,1,242,767-50-1090
bank_1,1,243,625-90-4102
bank_1,1,244,353-24-2127
bank_1,1,245,414-62-1309
bank_1,1,246,820-55-4174
bank_1,1,247,355-95-8305
bank_1,1,248,775-22-1173
bank_1,1,249,701-11-0849
bank_1,1,250,694-57-5875
bank_1,1,251,672-13-7206
bank_1,1,252,872-42-9898
bank_1,1,253,769-19-3916
bank_1,1,254,717-74-3633
bank_1,1,255,470-60-0669
bank_1,1,256,232-30-1068
bank_1,1,257,353-32-6415
bank_1,1,258,023-22-0491
bank_1,1,259,652-23-7893
bank_1,1,260,584-60-0286
bank_1,1,261,216-58-7020
bank_1,1,262,211-43-1286
bank_1,1,263,083-87-9002
bank_1,1,264,417-59-7665
bank_1,1,265,622-21-2159
bank_1,1,266,409-80-0237
bank_1,1,267,669-35-0943
bank_1,1,268,025-19-0581
bank_1,1,269,689-44-7617
bank_1,1,270,497-46-8655
bank_1,1,271,804-49-1068
bank_1,1,272,203-11-7372
bank_1,1,273,828-68-7599
bank_1,1,274,645-87-4670
bank_1,1,275,338-79-9965
bank_1,1,276,719-07-0399
bank_1,1,277,393-19-7717
bank_1,1,278,620-81-4168
bank_1,1,279,818-21-7005
bank_1,1,280,757-42-8608
bank_1,1,281,305-17-7284
bank_1,1,282,465-72-3653
bank_1,1,283,683-34-0309
bank_1,1,284,738-65-3086
bank_1,1,285,780-44-2371
bank_1,1,286,312-31-5351
bank_1,1,287,501-41-1155
bank_1,1,288,128-79-6185
bank_1,1,289,610-72-0240
bank_1,1,290,337-09-6257
bank_1,1,291,530-79-3375
bank_1,1,292,801-24-0634
bank_1,1,293,332-16-2044
bank_1,1,294,802-62-5998
bank_1,1,295,601-48-7825
bank_1,1,296,456-41-7812
bank_1,1,297,557-44-3417
bank_1,1,298,461-21-5192
bank_1,1,299,630-17-6513
bank_1,1,300,798-89-9185
bank_1,1,301,492-79-4330
bank_1,1,302,324-36-8815
bank_1,1,303,014-91-9985
bank_1,1,304,474-40-1303
bank_1,1,305,739-79-6010
bank_1,1,306,315-62-7131
bank_1,1,307,175-22-2609
bank_1,1,308,680-04-4054
bank_1,1,309,103-22-3405
bank_1,1,310,201-65-2543
bank_1,1,311,587-64-5432
bank_1,1,312,414-08-7074
bank_1,1,313,362-80-2636
bank_1,1,314,736-73-8259
bank_1,1,315,813-04-4922
bank_1,1,316,877-89-6107
bank_1,1,317,795-92-3204
bank_1,1,318,470-52-1838
bank_1,1,319,102-73-1588
bank_1,1,320,349-69-0085
bank_1,1,321,048-57-6198
bank_1,1,322,351-21-3634
bank_1,1,323,119-80-6121
bank_1,1,324,251-73-4247
bank_1,1,325,637-76-1582
bank_1,1,326,191-32-8862
bank_1,1,327,329-44-9987
bank_1,1,328,663-95-1020
bank_1,1,329,532-95-3592
bank_1,1,330,720-12-0183
bank_1,1,331,210-29-1119
bank_1,1,332,501-60-1629
bank_1,1,333,883-77-3970
bank_1,1,334,856-44-8347
bank_1,1,335,085-99-6278
bank_1,1,336,554-49-9792
bank_1,1,337,117-02-7813
bank_1,1,338,157-97-1343
bank_1,1,339,866-92-8457
bank_1,1,340,596-94-4928
bank_1,1,341,825-01-2169
bank_1,1,342,826-63-4929
bank_1,1,343,037-20-6356
bank_1,1,344,437-74-1988
bank_1,1,345,095-31-8826
bank_1,1,346,748-03-3170
bank_1,1,347,720-74-3213
bank_1,1,348,158-45-7158
bank_1,1,349,601-85-3273
bank_1,1,350,062-84-1306
bank_1,1,351,330-92-7128
bank_1,1,352,318-97-2164
bank_1,1,353,315-38-2876
bank_1,1,354,850-93-3097
bank_1,1,355,808-90-7695
bank_1,1,356,530-54-3322
bank_1,1,357,721-46-4096
bank_1,1,358,401-56-6532
bank_1,1,359,281-89-8258
bank_1,1,360,579-52-6007
bank_1,1,361,824-18-1998
bank_1,1,362,703-54-6617
bank_1,1,363,270-76-8645
bank_1,1,364,755-43-3010
bank_1,1,365,376-65-0371
bank_1,1,366,727-71-6970
bank_1,1,367,624-65-0048
bank_1,1,368,294-89-9652
bank_1,1,369,765-96-5774
bank_1,1,370,684-61-7999
bank_1,1,371,302-69-6589
bank_1,1,372,178-06-1009
bank_1,1,373,758-20-4325
bank_1,1,374,068-77-6044
bank_1,1,375,719-14-1087
bank_1,1,376,654-93-7157
bank_1,1,377,016-21-3721
bank_1,1,378,853-84-8849
bank_1,1,379,575-63-9597
bank_1,1,380,394-57-9959
bank_1,1,381,606-97-8724
bank_1,1,382,582-55-3437
bank_1,1,383,513-02-1604
bank_1,1,384,235-86-8476
bank_1,1,385,126-47-4612
bank_1,1,386,886-45-1528
bank_1,1,387,583-44-2843
bank_1,1,388,314-44-8026
bank_1,1,389,085-81-5922
bank_1,1,390,568-45-7358
bank_1,1,391,861-62-9262
bank_1,1,392,049-45-4365
bank_1,1,393,238-05-6722
bank_1,1,394,718-73-1310
bank_1,1,395,487-52-6836
bank_1,1,396,668-36-3819
bank_1,1,397,382-11-0490
bank_1,1,398,754-53-2718
bank_1,1,399,219-94-6131
bank_1,1,400,241-08-5962
bank_1,1,401,504-03-8758
bank_1,1,402,332-89-0456
bank_1,1,403,689-82-4486
bank_1,1,404,526-39-1130
bank_1,1,405,709-15-0400
bank_1,1,406,494-23-2959
bank_1,1,407,035-37-2560
bank_1,1,408,358-50-9686
bank_1,1,409,769-40-6981
bank_1,1,410,366-60-1380
bank_1,1,411,059-03-6069
bank_1,1,412,465-75-2502
bank_1,1,413,607-73-6954
bank_1,1,414,447-94-6214
bank_1,1,415,530-39-2864
bank_1,1,416,029-04-0134
bank_1,1,417,590-23-7039
bank_1,1,418,810-71-7131
bank_1,1,419,162-42-7256
bank_1,1,420,624-63-0767
bank_1,1,421,806-96-9048
bank_1,1,422,372-15-2786
bank_1,1,423,633-39-7913
bank_1,1,424,116-03-7818
bank_1,1,425,856-56-1637
bank_1,1,426,086-90-7891
bank_1,1,427,721-15-2491
bank_1,1,428,416-57-7945
bank_1,1,429,710-18-6147
bank_1,1,430,435-97-6008
bank_1,1,431,534-33-9521
bank_1,1,432,458-40-2552
bank_1,1,433,587-79-6398
bank_1,1,434,043-15-7504
bank_1,1,435,605-53-1321
bank_1,1,436,217-94-6871
bank_1,1,437,296-52-0364
bank_1,1,438,028-01-7962
bank_1,1,439,390-57-4313
bank_1,1,440,283-15-5828
bank_1,1,441,347-22-3936
bank_1,1,442,521-61-4707
bank_1,1,443,260-96-1878
bank_1,1,444,532-56-9276
bank_1,1,445,708-92-7272
bank_1,1,446,721-84-6174
bank_1,1,447,283-64-3321
bank_1,1,448,680-11-6814
bank_1,1,449,825-55-8498
bank_1,1,450,588-48-8083
bank_1,1,451,203-68-4363
bank_1,1,452,454-93-8988
bank_1,1,453,107-68-1259
bank_1,1,454,367-27-8906
bank_1,1,455,887-96-8265
bank_1,1,456,425-99-6028
bank_1,1,457,191-59-9906
bank_1,1,458,839-54-7195
bank_1,1,459,077-92-9172
bank_1,1,460,193-51-8133
bank_1,1,461,346-99-5262
bank_1,1,462,563-54-1840
bank_1,1,463,042-77-6880
bank_1,1,464,602-71-1675
bank_1,1,465,205-12-7949
bank_1,1,466,011-88-4540
bank_1,1,467,592-57-6158
bank_1,1,468,515-86-3132
bank_1,1,469,604-92-9176
bank_1,1,470,826-19-0726
bank_1,1,471,326-38-5376
bank_1,1,472,316-45-1581
bank_1,1,473,499-07-7671
bank_1,1,474,222-78-7549
bank_1,1,475,022-96-9299
bank_1,1,476,330-88-5660
bank_1,1,477,794-06-2019
bank_1,1,478,859-77-7924
bank_1,1,479,185-35-3207
bank_1,1,480,493-62-1950
bank_1,1,481,421-59-0498
bank_1,1,482,049-27-5227
bank_1,1,483,221-56-3447
bank_1,1,484,876-98-4705
bank_1,1,485,721-41-3116
bank_1,1,486,694-84-0528
bank_1,1,487,847-73-4510
bank_1,1,488,862-57-3385
bank_1,1,489,403-41-7963
bank_1,1,490,172-19-2591
bank_1,1,491,161-82-9886
bank_1,1,492,843-89-6039
bank_1,1,493,485-07-7076
