bank_id,branch_id,acct_id,dsply_nm,type,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
bank_4,1,0,JonathanHuff,SAV,Jonathan,Huff,24957 Willie Fords Apt. 986,Rickyland,SC,US,11327,M,1969-08-21,505-81-1199,,
bank_4,1,1,AndreaBrady,SAV,Andrea,Brady,2949 Ramirez Mill,Port Krystal,ID,US,99438,F,1979-08-23,444-02-3101,,
bank_4,1,2,CoreyLin,SAV,Corey,Lin,22893 Hobbs Highway Suite 019,Charlotteborough,AZ,US,23143,M,1980-01-13,448-82-6025,,
bank_4,1,3,VickieWilliams,SAV,Vickie,Williams,7170 Paul Key,New Jasminebury,AR,US,78025,F,1983-11-07,005-33-6853,,
bank_4,1,4,JulieLester,SAV,Julie,Lester,359 Susan Land Apt. 495,North Christopherland,WY,US,19219,F,1975-10-02,266-02-4563,,
bank_4,1,5,JamesWatts,SAV,James,Watts,3038 Edward Center Apt. 894,Mosleyhaven,ME,US,68122,M,1982-08-03,306-43-6347,,
bank_4,1,6,DylanSmith,SAV,Dylan,Smith,22548 Espinoza Burgs Apt. 023,Connieborough,NE,US,68548,M,1970-11-20,763-95-8933,,
bank_4,1,7,LawrenceMartinez,SAV,Lawrence,Martinez,7648 Thomas Street Suite 613,West Rachel,CA,US,57231,M,1991-11-22,516-02-5258,,
bank_4,1,8,NicoleRuiz,SAV,Nicole,Ruiz,5619 Bell Station Apt. 703,Port Jenniferland,MI,US,10178,F,2002-10-26,337-22-7536,,
bank_4,1,9,HenryWilliams,SAV,Henry,Williams,50834 Thompson Lane Apt. 960,Port Marioberg,NM,US,94695,M,1951-02-22,851-11-1322,,
bank_4,1,10,WendyReed,SAV,Wendy,Reed,429 Rodriguez Squares Apt. 846,Ericside,UT,US,65700,F,1966-10-10,267-34-6142,,
bank_4,1,11,JosephEdwards,SAV,Joseph,Edwards,5905 Young Ridge Suite 134,Lake Kelly,NV,US,23251,M,1982-01-07,777-56-4959,,
bank_4,1,12,KimberlyJohnson,SAV,Kimberly,Johnson,229 Michael Bypass Apt. 825,Port Melissastad,NE,US,55577,F,1950-04-26,680-90-9888,,
bank_4,1,13,ShaneSandoval,SAV,Shane,Sandoval,9529 Chad Junctions Suite 657,West Jerryville,GA,US,85557,M,1946-09-02,131-85-6831,,
bank_4,1,14,PatriciaWilliams,SAV,Patricia,Williams,1510 Laura Walk,Kirkside,OR,US,22955,F,1968-02-07,332-07-3539,,
bank_4,1,15,ScottBrooks,SAV,Scott,Brooks,61136 William Spur Apt. 174,Port Michaelstad,NC,US,84760,M,1987-12-13,847-48-2694,,
bank_4,1,16,TamaraCollins,SAV,Tamara,Collins,2738 Jenkins Field,West Ian,AK,US,2843,F,2003-08-09,383-34-5414,,
bank_4,1,17,AmyCampbell,SAV,Amy,Campbell,793 Mitchell Skyway Apt. 188,North Kelly,UT,US,6920,F,1952-12-09,461-10-5272,,
bank_4,1,18,TylerPark,SAV,Tyler,Park,0391 Richard Cove,West Michelle,LA,US,7202,M,1980-10-26,594-96-3689,,
bank_4,1,19,AndreaSteele,SAV,Andrea,Steele,8396 Russell Forest,Danielland,DE,US,50297,F,1971-10-04,762-16-0377,,
bank_4,1,20,JasonDavis,SAV,Jason,Davis,5714 Peter Heights Apt. 115,Lauraland,OR,US,21071,M,1991-03-08,752-79-0327,,
bank_4,1,21,AnthonyPoole,SAV,Anthony,Poole,505 Rodney Fork Suite 035,Scottside,TX,US,91508,M,1951-09-16,585-71-0923,,
bank_4,1,22,TraceyBurke,SAV,Tracey,Burke,584 Paul Rest,Lake Shirleyfort,AR,US,46579,F,1980-10-12,070-30-4947,,
bank_4,1,23,CassandraGriffin,SAV,Cassandra,Griffin,09208 Fox Harbors Apt. 662,Kimberlyville,KY,US,56484,F,1960-09-11,793-34-4092,,
bank_4,1,24,JenniferMorgan,SAV,Jennifer,Morgan,691 Dixon Road,North Pamela,FL,US,74771,F,1986-03-15,732-17-7732,,
bank_4,1,25,LaurieClayton,SAV,Laurie,Clayton,04082 Randall Falls Apt. 085,Teresastad,HI,US,34745,F,1951-06-18,809-37-2921,,
bank_4,1,26,ConnieFoster,SAV,Connie,Foster,065 Wong Ranch,South Michael,PA,US,19801,F,1944-03-05,871-08-8975,,
bank_4,1,27,JamesGutierrez,SAV,James,Gutierrez,1190 Lewis Summit Suite 459,Port James,IN,US,9831,M,2004-01-16,730-95-9161,,
bank_4,1,28,DillonHouston,SAV,Dillon,Houston,338 Emily Mission Suite 721,Riveraborough,DE,US,85964,M,1977-02-26,809-25-7167,,
bank_4,1,29,LaurenOlson,SAV,Lauren,Olson,318 Matthew Spur,East Gregory,WV,US,57615,F,1972-12-26,331-76-1678,,
bank_4,1,30,SusanSmith,SAV,Susan,Smith,145 Daniel Hollow Suite 547,Port Lindaburgh,LA,US,45393,F,1974-07-07,650-60-5206,,
bank_4,1,31,TimothyHughes,SAV,Timothy,Hughes,936 David Hollow,Amyside,KS,US,53719,M,2000-07-10,741-36-1682,,
bank_4,1,32,TiffanyRojas,SAV,Tiffany,Rojas,3572 Brown Roads,Jonview,UT,US,75468,F,1953-09-28,350-13-6752,,
bank_4,1,33,JasonGreer,SAV,Jason,Greer,063 Lewis Shore,Woodsfort,FL,US,38357,M,1960-09-17,594-35-3563,,
bank_4,1,34,NatalieJones,SAV,Natalie,Jones,3437 Amber Points Suite 536,South Eric,DE,US,90519,F,1965-08-12,643-52-6933,,
bank_4,1,35,DaltonJones,SAV,Dalton,Jones,32704 King Lake,Lake Leahfurt,SD,US,41477,M,1972-11-19,457-29-2072,,
bank_4,1,36,PatrickGreen,SAV,Patrick,Green,287 Peck Grove,Cohenchester,KS,US,24565,M,1986-02-11,036-89-1106,,
bank_4,1,37,CoryGolden,SAV,Cory,Golden,5841 Nicole Glen Apt. 543,Bryanmouth,WY,US,45979,M,1996-11-17,350-94-7904,,
bank_4,1,38,DavidHubbard,SAV,David,Hubbard,492 Frost Key,Smithton,VT,US,38404,M,1977-02-07,608-01-0779,,
