bank_id,branch_id,acct_id,ssn
bank_0,1,0,128-83-3050
bank_0,1,1,281-97-3445
bank_0,1,2,781-18-4733
bank_0,1,3,847-41-8552
bank_0,1,4,729-99-2688
bank_0,1,5,550-80-9425
bank_0,1,6,317-74-1177
bank_0,1,7,226-39-2101
bank_0,1,8,472-65-4439
bank_0,1,9,357-18-4730
bank_0,1,10,110-11-4206
bank_0,1,11,399-17-8486
bank_0,1,12,890-97-4434
bank_0,1,13,749-41-0850
bank_0,1,14,620-18-7922
bank_0,1,15,491-83-5994
bank_0,1,16,109-32-9090
bank_0,1,17,866-19-3048
bank_0,1,18,178-93-9323
bank_0,1,19,475-69-0326
bank_0,1,20,162-16-8343
bank_0,1,21,583-51-0827
bank_0,1,22,009-50-6182
bank_0,1,23,867-33-2138
bank_0,1,24,163-60-9388
bank_0,1,25,107-56-3215
bank_0,1,26,444-98-7934
bank_0,1,27,631-11-2884
bank_0,1,28,416-24-3241
bank_0,1,29,662-17-1664
bank_0,1,30,702-50-3379
bank_0,1,31,641-42-7889
bank_0,1,32,727-40-8041
bank_0,1,33,536-46-7747
bank_0,1,34,850-92-1046
bank_0,1,35,561-27-9202
bank_0,1,36,124-07-3940
bank_0,1,37,033-15-7497
bank_0,1,38,854-97-5258
bank_0,1,39,306-22-5041
bank_0,1,40,778-58-6293
bank_0,1,41,065-78-6214
bank_0,1,42,713-31-7349
bank_0,1,43,151-79-4497
bank_0,1,44,719-43-3721
bank_0,1,45,811-68-0354
bank_0,1,46,592-13-5683
bank_0,1,47,372-02-7438
bank_0,1,48,736-95-3900
bank_0,1,49,818-34-9737
bank_0,1,50,034-93-5897
bank_0,1,51,220-81-3230
bank_0,1,52,148-50-5895
bank_0,1,53,205-52-9427
bank_0,1,54,461-21-2906
bank_0,1,55,365-36-6485
bank_0,1,56,759-60-6530
bank_0,1,57,099-68-4866
bank_0,1,58,358-56-1375
bank_0,1,59,730-05-7836
bank_0,1,60,889-85-4331
bank_0,1,61,597-22-6807
bank_0,1,62,741-02-9781
bank_0,1,63,475-06-7411
bank_0,1,64,131-97-2055
bank_0,1,65,315-59-3432
bank_0,1,66,210-89-2650
bank_0,1,67,248-28-6322
bank_0,1,68,515-43-8341
bank_0,1,69,567-05-9924
bank_0,1,70,012-46-5768
bank_0,1,71,678-48-4130
bank_0,1,72,757-34-6231
bank_0,1,73,661-91-2566
bank_0,1,74,738-79-1356
bank_0,1,75,102-15-6151
bank_0,1,76,303-57-8417
bank_0,1,77,886-95-9624
bank_0,1,78,893-53-1568
bank_0,1,79,042-96-9387
bank_0,1,80,625-70-8852
bank_0,1,81,001-67-8811
bank_0,1,82,897-46-2325
bank_0,1,83,159-21-4629
bank_0,1,84,252-70-1454
bank_0,1,85,410-79-5123
bank_0,1,86,490-41-4431
bank_0,1,87,143-13-9743
bank_0,1,88,314-51-7799
bank_0,1,89,887-48-3215
bank_0,1,90,017-56-5818
bank_0,1,91,107-48-0611
bank_0,1,92,337-82-5447
bank_0,1,93,379-01-6364
bank_0,1,94,207-23-6606
bank_0,1,95,342-16-6565
bank_0,1,96,197-67-1241
bank_0,1,97,062-85-1354
bank_0,1,98,862-34-8862
bank_0,1,99,180-95-7380
bank_0,1,100,864-77-5361
bank_0,1,101,769-92-1614
bank_0,1,102,809-68-5084
bank_0,1,103,112-64-9276
bank_0,1,104,763-91-0319
bank_0,1,105,894-21-1058
bank_0,1,106,881-80-7873
bank_0,1,107,281-25-3456
bank_0,1,108,133-69-2035
bank_0,1,109,656-58-2112
bank_0,1,110,283-28-2634
bank_0,1,111,808-42-1833
bank_0,1,112,682-16-2324
bank_0,1,113,780-42-1900
bank_0,1,114,108-32-9786
bank_0,1,115,440-22-6106
bank_0,1,116,773-16-4789
bank_0,1,117,210-32-5041
bank_0,1,118,692-25-9496
bank_0,1,119,748-94-4561
bank_0,1,120,544-68-4442
bank_0,1,121,417-39-5024
bank_0,1,122,462-06-2444
bank_0,1,123,727-04-2640
bank_0,1,124,537-57-5877
bank_0,1,125,088-17-0631
bank_0,1,126,446-14-8134
bank_0,1,127,625-36-9524
bank_0,1,128,629-51-4003
bank_0,1,129,588-23-8091
bank_0,1,130,876-47-1472
bank_0,1,131,740-20-6944
bank_0,1,132,109-66-0800
bank_0,1,133,556-30-6658
bank_0,1,134,127-94-7676
bank_0,1,135,238-35-2163
bank_0,1,136,499-93-5370
bank_0,1,137,743-29-6169
bank_0,1,138,040-59-4879
bank_0,1,139,093-42-8365
bank_0,1,140,696-39-0464
bank_0,1,141,224-43-9086
bank_0,1,142,877-81-9426
bank_0,1,143,010-67-3647
bank_0,1,144,788-48-9633
bank_0,1,145,383-44-2003
bank_0,1,146,021-63-7926
bank_0,1,147,484-24-1215
bank_0,1,148,026-69-0644
bank_0,1,149,234-97-3081
bank_0,1,150,418-03-3871
bank_0,1,151,461-78-4975
bank_0,1,152,840-29-1537
bank_0,1,153,764-18-4269
bank_0,1,154,079-06-4071
bank_0,1,155,727-17-0418
bank_0,1,156,044-70-7745
bank_0,1,157,295-46-5372
bank_0,1,158,371-68-8243
bank_0,1,159,417-24-8358
bank_0,1,160,470-58-8112
bank_0,1,161,506-51-3418
bank_0,1,162,175-70-2575
bank_0,1,163,835-45-9069
bank_0,1,164,108-07-2669
bank_0,1,165,208-55-2518
bank_0,1,166,805-61-1256
bank_0,1,167,100-74-1589
bank_0,1,168,290-24-0710
bank_0,1,169,642-67-0118
bank_0,1,170,453-34-1839
bank_0,1,171,573-72-7421
bank_0,1,172,727-13-7081
bank_0,1,173,055-23-6106
bank_0,1,174,364-11-1047
bank_0,1,175,493-25-2375
bank_0,1,176,553-04-4883
bank_0,1,177,535-15-8307
bank_0,1,178,127-21-2811
bank_0,1,179,282-08-1208
bank_0,1,180,548-52-0437
bank_0,1,181,713-99-4607
bank_0,1,182,447-85-7718
bank_0,1,183,169-28-3637
bank_0,1,184,645-84-8009
bank_0,1,185,450-56-5439
bank_0,1,186,665-54-3800
bank_0,1,187,795-41-2107
bank_0,1,188,306-58-6528
bank_0,1,189,477-02-8295
bank_0,1,190,596-32-4092
bank_0,1,191,208-44-1080
bank_0,1,192,377-24-3257
bank_0,1,193,419-83-2998
bank_0,1,194,833-03-8888
bank_0,1,195,665-16-1654
bank_0,1,196,802-32-8680
bank_0,1,197,694-33-1590
bank_0,1,198,687-49-1801
bank_0,1,199,581-32-0532
bank_0,1,200,296-33-1313
bank_0,1,201,792-13-1902
bank_0,1,202,211-54-1078
bank_0,1,203,449-31-0065
bank_0,1,204,231-42-7601
bank_0,1,205,536-79-6259
bank_0,1,206,165-33-0510
bank_0,1,207,010-46-7806
bank_0,1,208,164-17-4234
bank_0,1,209,490-05-5342
bank_0,1,210,246-80-0637
bank_0,1,211,094-17-9857
bank_0,1,212,105-28-5566
bank_0,1,213,378-93-2562
bank_0,1,214,735-20-3167
bank_0,1,215,109-47-4376
bank_0,1,216,063-96-2258
bank_0,1,217,556-07-0607
bank_0,1,218,644-32-6446
bank_0,1,219,272-03-5187
bank_0,1,220,235-17-6660
bank_0,1,221,620-45-8636
bank_0,1,222,040-01-9337
bank_0,1,223,693-93-7173
bank_0,1,224,660-23-1167
bank_0,1,225,696-20-7670
bank_0,1,226,327-08-7755
bank_0,1,227,536-68-6849
bank_0,1,228,420-86-4305
bank_0,1,229,019-51-9792
bank_0,1,230,377-80-3721
bank_0,1,231,393-07-4910
bank_0,1,232,267-89-9457
bank_0,1,233,651-96-1400
bank_0,1,234,127-21-8516
bank_0,1,235,866-97-8713
bank_0,1,236,456-72-3979
bank_0,1,237,281-72-0322
bank_0,1,238,061-32-5712
bank_0,1,239,178-92-9351
bank_0,1,240,014-25-8404
bank_0,1,241,481-29-6433
bank_0,1,242,809-73-8100
bank_0,1,243,412-45-9432
bank_0,1,244,175-15-1113
bank_0,1,245,222-21-2666
bank_0,1,246,517-26-4570
bank_0,1,247,514-85-6379
bank_0,1,248,100-42-1569
bank_0,1,249,476-30-2336
bank_0,1,250,799-32-2294
bank_0,1,251,181-77-5425
bank_0,1,252,342-91-1124
bank_0,1,253,216-61-7115
bank_0,1,254,258-06-3066
bank_0,1,255,082-59-1102
bank_0,1,256,566-84-8179
bank_0,1,257,694-95-3314
bank_0,1,258,899-70-2976
bank_0,1,259,476-72-3242
bank_0,1,260,374-87-4334
bank_0,1,261,006-98-3160
bank_0,1,262,128-09-9965
bank_0,1,263,550-72-4177
bank_0,1,264,136-42-0448
bank_0,1,265,477-22-3253
bank_0,1,266,784-56-8961
bank_0,1,267,384-60-4279
bank_0,1,268,236-07-1456
bank_0,1,269,061-70-5724
bank_0,1,270,395-67-1871
bank_0,1,271,834-02-3482
bank_0,1,272,704-18-9605
bank_0,1,273,321-39-5358
bank_0,1,274,223-42-5133
bank_0,1,275,088-81-0195
bank_0,1,276,272-86-3342
bank_0,1,277,187-20-4884
bank_0,1,278,023-28-0095
bank_0,1,279,082-99-5992
bank_0,1,280,876-61-0600
bank_0,1,281,213-16-7275
bank_0,1,282,164-59-4927
bank_0,1,283,180-44-8203
bank_0,1,284,386-40-2564
bank_0,1,285,639-67-6368
bank_0,1,286,261-10-6814
bank_0,1,287,188-45-0512
bank_0,1,288,858-85-6646
bank_0,1,289,163-06-6090
bank_0,1,290,182-11-6516
bank_0,1,291,480-78-8301
bank_0,1,292,168-93-3037
bank_0,1,293,088-87-7779
bank_0,1,294,471-65-0012
bank_0,1,295,115-60-0413
bank_0,1,296,626-14-4294
bank_0,1,297,549-11-8393
bank_0,1,298,812-24-8516
bank_0,1,299,503-09-1946
bank_0,1,300,461-17-1447
bank_0,1,301,856-90-9316
bank_0,1,302,608-01-8278
bank_0,1,303,694-87-2973
bank_0,1,304,428-16-4437
bank_0,1,305,485-81-1822
bank_0,1,306,211-58-4754
bank_0,1,307,127-08-2337
bank_0,1,308,111-40-1839
bank_0,1,309,821-77-0456
bank_0,1,310,290-47-5799
bank_0,1,311,655-71-9795
bank_0,1,312,354-95-2569
bank_0,1,313,415-08-6427
bank_0,1,314,008-74-9176
bank_0,1,315,424-03-3233
bank_0,1,316,729-60-8460
bank_0,1,317,377-70-3876
bank_0,1,318,130-01-0272
bank_0,1,319,257-56-7367
bank_0,1,320,676-03-5492
bank_0,1,321,162-98-7416
bank_0,1,322,433-98-1057
bank_0,1,323,356-70-3168
bank_0,1,324,628-22-9673
bank_0,1,325,318-86-4930
bank_0,1,326,722-33-9032
bank_0,1,327,614-09-7135
bank_0,1,328,036-33-5710
bank_0,1,329,670-63-4173
bank_0,1,330,331-48-9601
bank_0,1,331,601-98-3960
bank_0,1,332,340-45-9882
bank_0,1,333,337-59-6476
bank_0,1,334,243-15-5212
bank_0,1,335,440-33-5408
bank_0,1,336,368-58-9842
bank_0,1,337,440-01-6695
bank_0,1,338,620-85-1596
bank_0,1,339,771-76-6791
bank_0,1,340,174-02-6213
bank_0,1,341,206-41-2308
bank_0,1,342,568-51-6688
bank_0,1,343,829-40-1570
bank_0,1,344,430-71-5747
bank_0,1,345,492-72-1119
bank_0,1,346,133-58-5687
bank_0,1,347,587-95-1860
bank_0,1,348,085-45-0266
bank_0,1,349,175-12-9014
bank_0,1,350,603-36-4435
bank_0,1,351,338-27-0152
bank_0,1,352,355-07-3669
bank_0,1,353,555-47-1576
bank_0,1,354,368-78-2699
bank_0,1,355,212-42-1058
bank_0,1,356,005-98-8905
bank_0,1,357,647-17-5833
bank_0,1,358,538-37-1183
bank_0,1,359,356-14-5349
bank_0,1,360,545-90-8016
bank_0,1,361,340-09-7690
bank_0,1,362,733-75-1433
bank_0,1,363,078-80-7979
bank_0,1,364,473-09-4976
bank_0,1,365,250-88-8241
bank_0,1,366,198-61-7342
bank_0,1,367,563-55-4567
bank_0,1,368,662-76-8682
bank_0,1,369,108-53-3130
bank_0,1,370,104-18-7516
bank_0,1,371,304-11-0207
bank_0,1,372,867-24-2168
bank_0,1,373,521-31-8220
bank_0,1,374,786-20-7479
bank_0,1,375,874-73-2399
bank_0,1,376,769-77-0051
