bank_id,branch_id,acct_id,initial_deposit
bank_2,1,0,93224.41
bank_2,1,1,75401.27
bank_2,1,2,60952.38
bank_2,1,3,78379.18
bank_2,1,4,51428.35
bank_2,1,5,84784.82
bank_2,1,6,63562.47
bank_2,1,7,68690.21
bank_2,1,8,93138.84
bank_2,1,9,81169.07
bank_2,1,10,97963.75
bank_2,1,11,61330.82
bank_2,1,12,50334.29
bank_2,1,13,92599.49
bank_2,1,14,80455.95
bank_2,1,15,56653.56
bank_2,1,16,62674.94
bank_2,1,17,97354.99
bank_2,1,18,78862.01
bank_2,1,19,77686.38
bank_2,1,20,88543.19
bank_2,1,21,95064.36
bank_2,1,22,69509.59
bank_2,1,23,91224.93
bank_2,1,24,93454.12
bank_2,1,25,97753.54
bank_2,1,26,74020.17
bank_2,1,27,94631.83
bank_2,1,28,91165.62
bank_2,1,29,73480.98
bank_2,1,30,85895.43
bank_2,1,31,56752.03
bank_2,1,32,87223.89
bank_2,1,33,69811.27
bank_2,1,34,91395.5
bank_2,1,35,67248.57
bank_2,1,36,89877.38
bank_2,1,37,64506.22
bank_2,1,38,74936.63
bank_2,1,39,69859.02
bank_2,1,40,99819.06
bank_2,1,41,62055.31
bank_2,1,42,92101.73
bank_2,1,43,90394.11
bank_2,1,44,97337.19
bank_2,1,45,84637.44
bank_2,1,46,74829.4
bank_2,1,47,97085.61
bank_2,1,48,51888.03
bank_2,1,49,95386.85
bank_2,1,50,87102.82
bank_2,1,51,60124.67
bank_2,1,52,64623.35
bank_2,1,53,93195.62
bank_2,1,54,55187.31
bank_2,1,55,63514.71
bank_2,1,56,57533.77
bank_2,1,57,60465.68
bank_2,1,58,56519.08
bank_2,1,59,67355.17
bank_2,1,60,93656.13
bank_2,1,61,79648.69
bank_2,1,62,57959.22
bank_2,1,63,55237.44
bank_2,1,64,99899.2
bank_2,1,65,62619.19
bank_2,1,66,64330.45
bank_2,1,67,59286.19
bank_2,1,68,63951.48
bank_2,1,69,97230.67
bank_2,1,70,68554.73
bank_2,1,71,70683.04
bank_2,1,72,66716.79
bank_2,1,73,79788.66
bank_2,1,74,76231.03
bank_2,1,75,63033.0
bank_2,1,76,55383.56
bank_2,1,77,77735.5
bank_2,1,78,77869.37
bank_2,1,79,52828.87
bank_2,1,80,67073.97
bank_2,1,81,71207.61
bank_2,1,82,74195.33
bank_2,1,83,65880.89
bank_2,1,84,83470.47
bank_2,1,85,90063.39
bank_2,1,86,55966.12
bank_2,1,87,71092.94
bank_2,1,88,83380.91
bank_2,1,89,79629.67
bank_2,1,90,93620.78
bank_2,1,91,93523.83
bank_2,1,92,77274.77
bank_2,1,93,94394.75
bank_2,1,94,90327.01
bank_2,1,95,57512.84
bank_2,1,96,50462.73
bank_2,1,97,69323.67
bank_2,1,98,68252.33
bank_2,1,99,51409.18
bank_2,1,100,90521.22
bank_2,1,101,75817.58
bank_2,1,102,98798.96
bank_2,1,103,91674.62
bank_2,1,104,90391.4
bank_2,1,105,69950.89
bank_2,1,106,97171.2
bank_2,1,107,85663.98
bank_2,1,108,55251.86
bank_2,1,109,77691.07
bank_2,1,110,60561.91
bank_2,1,111,82123.2
bank_2,1,112,70121.97
bank_2,1,113,52051.72
bank_2,1,114,94974.39
bank_2,1,115,95974.61
bank_2,1,116,81836.15
bank_2,1,117,60390.56
bank_2,1,118,70585.63
bank_2,1,119,84732.47
bank_2,1,120,55792.96
bank_2,1,121,60359.32
bank_2,1,122,54526.15
bank_2,1,123,96700.37
bank_2,1,124,87745.92
bank_2,1,125,56871.32
bank_2,1,126,61782.34
bank_2,1,127,82863.5
bank_2,1,128,98685.24
bank_2,1,129,60769.19
bank_2,1,130,92412.2
bank_2,1,131,71762.04
bank_2,1,132,92873.41
bank_2,1,133,50570.33
bank_2,1,134,76114.82
bank_2,1,135,70932.96
bank_2,1,136,89363.93
bank_2,1,137,98058.03
bank_2,1,138,55087.13
bank_2,1,139,87662.05
bank_2,1,140,68147.89
bank_2,1,141,94078.11
bank_2,1,142,93195.16
bank_2,1,143,99869.81
bank_2,1,144,75466.81
bank_2,1,145,74939.12
bank_2,1,146,60602.17
bank_2,1,147,52557.77
bank_2,1,148,95272.85
bank_2,1,149,55408.94
bank_2,1,150,71610.18
bank_2,1,151,55072.57
bank_2,1,152,51872.19
bank_2,1,153,66391.37
bank_2,1,154,55725.44
bank_2,1,155,64150.88
bank_2,1,156,99639.63
bank_2,1,157,62026.63
bank_2,1,158,89394.09
bank_2,1,159,89446.61
bank_2,1,160,53245.05
bank_2,1,161,69578.19
bank_2,1,162,57459.05
bank_2,1,163,66233.21
bank_2,1,164,56522.56
bank_2,1,165,56895.85
bank_2,1,166,85719.93
bank_2,1,167,52709.37
bank_2,1,168,73831.12
bank_2,1,169,77588.53
bank_2,1,170,71215.78
bank_2,1,171,62375.25
bank_2,1,172,81159.25
bank_2,1,173,54865.16
bank_2,1,174,58733.85
bank_2,1,175,64768.21
bank_2,1,176,72458.89
