bank_id,branch_id,acct_id,initial_deposit
bank_4,1,0,52864.95
bank_4,1,1,65305.52
bank_4,1,2,57557.39
bank_4,1,3,59594.37
bank_4,1,4,71719.61
bank_4,1,5,83390.07
bank_4,1,6,95363.42
bank_4,1,7,84497.9
bank_4,1,8,64477.12
bank_4,1,9,92171.42
bank_4,1,10,96460.02
bank_4,1,11,96053.61
bank_4,1,12,81942.7
bank_4,1,13,78837.51
bank_4,1,14,87393.76
bank_4,1,15,84737.44
bank_4,1,16,63778.52
bank_4,1,17,66113.22
bank_4,1,18,58285.25
bank_4,1,19,71385.61
bank_4,1,20,96462.59
bank_4,1,21,50524.2
bank_4,1,22,57375.59
bank_4,1,23,83433.95
bank_4,1,24,85749.13
bank_4,1,25,67632.0
bank_4,1,26,71364.85
bank_4,1,27,68157.92
bank_4,1,28,53146.4
bank_4,1,29,78535.46
bank_4,1,30,67510.71
bank_4,1,31,99682.02
bank_4,1,32,67103.13
bank_4,1,33,73043.98
bank_4,1,34,99263.88
bank_4,1,35,87010.29
bank_4,1,36,85136.94
bank_4,1,37,87296.58
bank_4,1,38,81112.44
bank_4,1,39,91897.91
bank_4,1,40,56619.01
bank_4,1,41,86575.84
bank_4,1,42,68927.29
bank_4,1,43,77900.45
bank_4,1,44,92946.18
bank_4,1,45,87365.98
bank_4,1,46,82639.12
bank_4,1,47,97920.75
bank_4,1,48,71138.33
bank_4,1,49,51214.25
bank_4,1,50,98064.47
bank_4,1,51,70419.94
bank_4,1,52,80332.36
bank_4,1,53,91594.98
bank_4,1,54,89205.87
bank_4,1,55,60665.34
bank_4,1,56,59825.15
bank_4,1,57,86586.11
bank_4,1,58,70657.61
bank_4,1,59,81386.91
bank_4,1,60,86682.59
bank_4,1,61,83825.35
bank_4,1,62,86762.26
bank_4,1,63,66530.86
bank_4,1,64,81477.24
bank_4,1,65,97773.13
bank_4,1,66,50098.25
bank_4,1,67,99021.26
bank_4,1,68,68590.66
bank_4,1,69,63906.81
bank_4,1,70,84268.05
bank_4,1,71,61602.79
bank_4,1,72,61023.88
bank_4,1,73,85133.05
bank_4,1,74,79386.4
bank_4,1,75,82552.27
bank_4,1,76,94278.04
bank_4,1,77,50843.57
bank_4,1,78,69807.1
bank_4,1,79,64640.56
bank_4,1,80,91924.62
bank_4,1,81,70281.98
bank_4,1,82,68053.79
bank_4,1,83,80130.67
bank_4,1,84,79153.3
bank_4,1,85,56188.37
bank_4,1,86,89359.28
bank_4,1,87,96747.51
bank_4,1,88,88022.57
bank_4,1,89,66633.8
bank_4,1,90,66724.39
bank_4,1,91,54707.34
bank_4,1,92,58913.38
bank_4,1,93,93730.58
bank_4,1,94,59506.53
bank_4,1,95,72398.25
bank_4,1,96,58221.6
bank_4,1,97,83748.88
bank_4,1,98,59273.38
bank_4,1,99,89863.36
bank_4,1,100,52751.0
bank_4,1,101,65259.57
bank_4,1,102,58080.72
bank_4,1,103,76856.34
bank_4,1,104,66335.52
bank_4,1,105,80785.47
bank_4,1,106,78604.51
bank_4,1,107,66307.01
bank_4,1,108,51958.28
bank_4,1,109,66153.8
bank_4,1,110,55719.99
bank_4,1,111,99370.36
bank_4,1,112,74015.13
bank_4,1,113,91437.93
bank_4,1,114,92460.24
bank_4,1,115,78869.05
bank_4,1,116,63815.35
bank_4,1,117,78701.89
bank_4,1,118,90504.83
bank_4,1,119,62100.7
bank_4,1,120,63551.14
bank_4,1,121,83281.05
bank_4,1,122,86650.03
bank_4,1,123,50063.8
bank_4,1,124,81468.58
bank_4,1,125,74746.05
bank_4,1,126,83108.3
bank_4,1,127,88163.96
bank_4,1,128,51380.87
bank_4,1,129,50195.69
bank_4,1,130,58797.72
bank_4,1,131,68070.52
bank_4,1,132,74742.59
bank_4,1,133,77725.48
bank_4,1,134,88691.06
bank_4,1,135,70195.89
bank_4,1,136,96629.63
bank_4,1,137,89101.22
bank_4,1,138,98108.24
bank_4,1,139,91643.13
bank_4,1,140,86847.47
bank_4,1,141,73118.08
bank_4,1,142,99699.02
bank_4,1,143,68451.2
bank_4,1,144,58154.13
bank_4,1,145,93982.84
bank_4,1,146,73095.25
bank_4,1,147,93181.9
bank_4,1,148,73339.3
bank_4,1,149,91933.3
bank_4,1,150,53911.38
bank_4,1,151,52569.89
bank_4,1,152,73134.05
bank_4,1,153,91104.75
bank_4,1,154,91638.57
bank_4,1,155,55633.89
bank_4,1,156,57652.35
bank_4,1,157,83189.14
bank_4,1,158,57831.49
bank_4,1,159,78390.7
bank_4,1,160,56242.99
bank_4,1,161,71605.81
bank_4,1,162,67135.88
bank_4,1,163,68576.78
bank_4,1,164,74855.02
bank_4,1,165,96917.86
bank_4,1,166,52998.19
bank_4,1,167,56245.12
bank_4,1,168,98589.13
bank_4,1,169,72898.35
bank_4,1,170,74699.76
bank_4,1,171,77026.91
bank_4,1,172,79817.04
bank_4,1,173,50814.31
bank_4,1,174,96333.67
bank_4,1,175,84843.95
bank_4,1,176,86298.8
bank_4,1,177,96585.99
bank_4,1,178,55477.44
bank_4,1,179,75329.72
bank_4,1,180,61504.63
bank_4,1,181,62396.95
bank_4,1,182,51246.7
bank_4,1,183,83245.35
bank_4,1,184,88468.46
bank_4,1,185,95368.03
bank_4,1,186,88488.61
bank_4,1,187,80645.85
bank_4,1,188,97134.97
bank_4,1,189,68242.99
bank_4,1,190,65776.99
bank_4,1,191,65908.0
bank_4,1,192,79400.99
bank_4,1,193,52486.44
bank_4,1,194,76223.29
bank_4,1,195,74501.41
bank_4,1,196,78974.16
bank_4,1,197,96633.26
bank_4,1,198,84258.77
bank_4,1,199,66394.58
bank_4,1,200,73895.39
bank_4,1,201,75377.39
bank_4,1,202,96270.66
bank_4,1,203,82072.7
bank_4,1,204,67373.17
bank_4,1,205,94377.01
bank_4,1,206,52211.07
bank_4,1,207,58565.85
bank_4,1,208,63934.27
bank_4,1,209,97812.73
bank_4,1,210,93821.42
bank_4,1,211,62232.99
bank_4,1,212,79206.8
bank_4,1,213,64382.37
bank_4,1,214,96783.94
bank_4,1,215,81167.37
bank_4,1,216,86435.27
bank_4,1,217,96561.61
bank_4,1,218,90302.73
bank_4,1,219,96429.96
bank_4,1,220,57571.75
bank_4,1,221,62969.95
bank_4,1,222,93557.37
bank_4,1,223,92319.19
bank_4,1,224,88391.59
