acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
0,AaronBaldwin,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,93224.41,1,bank_2,Aaron,Baldwin,6791 Larsen Track,Elliston,NJ,US,24700,M,1995-10-05,190-64-4499,,
1,ToddCardenas,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,75401.27,1,bank_2,Todd,Cardenas,05779 Brian Shoals,East Richardbury,IL,US,36297,M,1943-11-08,308-16-3017,,
2,YvonneCunningham,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,60952.38,1,bank_2,Yvonne,Cunningham,089 Maldonado Pine Suite 997,Gregoryport,NE,US,78398,F,1963-09-27,620-94-2698,,
3,MarvinBond,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78379.18,1,bank_2,Marvin,Bond,2775 Ramirez Flat,Port Pamelaton,WA,US,77929,M,1955-07-18,814-72-4280,,
4,AdamHart,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,51428.35,1,bank_2,Adam,Hart,58288 Richardson Roads Suite 964,Courtneytown,DE,US,84573,M,1953-10-01,853-32-5357,,
5,DavidSerrano,SAV,A,USD,True,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84784.82,1,bank_2,David,Serrano,244 Ruiz Junction,Saramouth,AZ,US,48646,M,2000-01-24,638-96-4507,,
6,MatthewRice,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,63562.47,1,bank_2,Matthew,Rice,560 Stephanie Pines,Masseytown,OH,US,08764,M,1951-01-10,357-90-3817,,
7,CrystalMartinez,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,68690.21,1,bank_2,Crystal,Martinez,93511 Jessica Villages,East Beverlyburgh,ME,US,30650,F,1969-10-13,077-64-4411,,
8,RickyRojas,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,93138.84,1,bank_2,Ricky,Rojas,886 Greene Mountain Apt. 776,Jamesberg,UT,US,42754,M,1961-08-02,190-46-7054,,
9,JasonPadilla,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,81169.07,1,bank_2,Jason,Padilla,435 David Forges,Jasonview,HI,US,79649,M,1992-08-13,590-09-9371,,
10,AdamPhillips,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,97963.75,1,bank_2,Adam,Phillips,34724 Reed Throughway,Port Richardstad,MD,US,42113,M,1961-04-05,620-32-7058,,
11,KaylaRowe,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,61330.82,1,bank_2,Kayla,Rowe,4250 Jackson Trafficway,South William,MI,US,16989,F,1968-10-27,007-88-8187,,
12,JuliaReyes,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50334.29,1,bank_2,Julia,Reyes,3077 William Mount Suite 867,Lake Stevenmouth,ID,US,79002,F,1996-09-19,413-46-1672,,
13,AntonioWhite,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92599.49,1,bank_2,Antonio,White,206 Andrea Extension Apt. 500,Port Virginiaville,DE,US,66687,M,1999-02-09,437-14-2487,,
14,DawnWard,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80455.95,1,bank_2,Dawn,Ward,06068 Mitchell Branch Apt. 375,Wendyport,NV,US,48238,F,2003-08-22,814-14-6685,,
15,MariaRamirez,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,56653.56,1,bank_2,Maria,Ramirez,4603 Reynolds Extensions,Lake Randystad,LA,US,12617,F,1945-04-14,117-42-5879,,
16,HaleyKent,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62674.94,1,bank_2,Haley,Kent,454 Jensen Union,Juanmouth,UT,US,66706,F,1959-04-04,427-48-1360,,
17,HeatherDoyle,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,97354.99,1,bank_2,Heather,Doyle,423 Daniel Plains,Jasonburgh,CT,US,20828,F,1985-11-03,482-54-9290,,
18,JenniferMurphy,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78862.01,1,bank_2,Jennifer,Murphy,0384 Wilson Island Apt. 851,Port Maryton,SD,US,54483,F,1992-05-22,787-86-1403,,
19,AmandaSanders,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77686.38,1,bank_2,Amanda,Sanders,5105 George Path,North Patrick,ME,US,64945,F,1943-12-13,102-94-1209,,
20,MonicaOdonnell,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,88543.19,1,bank_2,Monica,Odonnell,909 Tracey Crescent Apt. 015,Kimhaven,UT,US,22330,F,1945-06-04,326-83-0345,,
21,NathanHeath,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,95064.36,1,bank_2,Nathan,Heath,085 Eileen Plaza,South Vanessa,DE,US,21320,M,1983-05-20,849-06-8723,,
22,JermaineMay,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,69509.59,1,bank_2,Jermaine,May,342 John Tunnel,Kylefort,MA,US,36511,M,1987-07-30,097-24-9375,,
23,JosephGutierrez,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91224.93,1,bank_2,Joseph,Gutierrez,52654 Patricia Lights Suite 364,Port Michaelview,FL,US,65148,M,1977-01-26,233-88-7803,,
24,KylePayne,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,93454.12,1,bank_2,Kyle,Payne,36141 Amanda Falls,Lake Christopherland,MS,US,84261,M,2002-10-04,596-31-5113,,
25,YvonneHill,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,97753.54,1,bank_2,Yvonne,Hill,669 Colton Divide Apt. 096,North David,DE,US,69505,F,1993-11-09,181-81-5944,,
26,ShannonTaylor,SAV,A,USD,True,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,74020.17,1,bank_2,Shannon,Taylor,5216 Clark Pines,Kimberlyside,OH,US,50321,F,1971-05-24,634-50-5062,,
27,ShawnHoward,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94631.83,1,bank_2,Shawn,Howard,5401 Connor Inlet Apt. 692,Lake Wesleyfurt,CA,US,08984,M,1999-08-17,700-01-0842,,
28,HollyNelson,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91165.62,1,bank_2,Holly,Nelson,595 Matthew Underpass,East Katie,FL,US,56450,F,1976-08-25,077-57-4817,,
29,MaryBowman,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73480.98,1,bank_2,Mary,Bowman,074 Griffin Ridges,Port Eric,SC,US,49378,F,1957-05-14,413-22-2738,,
30,KevinEdwards,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85895.43,1,bank_2,Kevin,Edwards,4286 Brian Ways,New Kimberlyport,NJ,US,76478,M,1987-11-05,392-88-1933,,
31,BrendaRogers,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,56752.03,1,bank_2,Brenda,Rogers,07624 Walters Glens Apt. 734,Johnsonfort,VT,US,37466,F,1963-02-11,463-46-9972,,
32,ChristopherPeterson,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,87223.89,1,bank_2,Christopher,Peterson,37837 Bernard Isle Apt. 673,New Miketown,UT,US,24331,M,1954-12-03,531-62-6156,,
33,WilliamOrtiz,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,69811.27,1,bank_2,William,Ortiz,9646 Martin Walk Suite 317,West Alex,ID,US,02184,M,1998-11-01,853-21-1611,,
34,AbigailMckinney,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91395.5,1,bank_2,Abigail,Mckinney,5471 Greer River Apt. 630,Joshuafurt,OR,US,44124,F,1969-03-01,023-74-1847,,
35,BryanWhite,SAV,A,USD,True,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,67248.57,1,bank_2,Bryan,White,59740 Stanley Spur Apt. 260,Johnsonstad,VA,US,96803,M,1999-07-12,075-42-3630,,
36,SarahWilliams,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,89877.38,1,bank_2,Sarah,Williams,5547 Moore Plains Apt. 854,Shawnaville,PA,US,18056,F,1964-06-01,459-09-4084,,
37,JuliaHaynes,SAV,A,USD,True,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,64506.22,1,bank_2,Julia,Haynes,287 John Islands Suite 084,Thompsonton,IA,US,74281,F,1971-12-28,412-64-7757,,
38,MelissaMartin,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,74936.63,1,bank_2,Melissa,Martin,678 Williams Curve,Lake Noah,AK,US,34595,F,1944-09-28,086-17-5372,,
39,CarlaLarsen,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,69859.02,1,bank_2,Carla,Larsen,18890 Robinson Greens Suite 237,Mariamouth,OK,US,40825,F,1996-12-12,739-44-4974,,
40,BrittanyHill,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,99819.06,1,bank_2,Brittany,Hill,4781 Hardin Wall Suite 533,Adamsville,PA,US,54317,F,1978-04-02,570-48-9977,,
41,DawnTucker,SAV,A,USD,True,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62055.31,1,bank_2,Dawn,Tucker,91838 Austin Circle,Port Ryan,AL,US,02317,F,2000-11-08,443-08-1144,,
42,RichardGarrett,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92101.73,1,bank_2,Richard,Garrett,01920 Welch Views Apt. 957,Lake Robertbury,KS,US,04790,M,1946-04-27,404-95-6723,,
43,RobertHunter,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90394.11,1,bank_2,Robert,Hunter,871 Delacruz Isle Apt. 635,North Katherine,OK,US,05918,M,1988-06-25,811-89-2787,,
44,RyanGriffin,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,97337.19,1,bank_2,Ryan,Griffin,691 Nicholas Harbors Suite 765,South Christopher,AL,US,83496,M,2001-05-28,372-64-8934,,
