bank_id,branch_id,acct_id,dsply_nm,type,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
bank_2,1,0,AaronBaldwin,SAV,Aaron,Baldwin,6791 Larsen Track,Elliston,NJ,US,24700,M,1995-10-05,190-64-4499,,
bank_2,1,1,ToddCardenas,SAV,Todd,Cardenas,05779 Brian Shoals,East Richardbury,IL,US,36297,M,1943-11-08,308-16-3017,,
bank_2,1,2,YvonneCunningham,SAV,Yvonne,Cunningham,089 Maldonado Pine Suite 997,Gregoryport,NE,US,78398,F,1963-09-27,620-94-2698,,
bank_2,1,3,MarvinBond,SAV,Marvin,Bond,2775 Ramirez Flat,Port Pamelaton,WA,US,77929,M,1955-07-18,814-72-4280,,
bank_2,1,4,AdamHart,SAV,Adam,Hart,58288 Richardson Roads Suite 964,Courtneytown,DE,US,84573,M,1953-10-01,853-32-5357,,
bank_2,1,5,DavidSerrano,SAV,David,Serrano,244 Ruiz Junction,Saramouth,AZ,US,48646,M,2000-01-24,638-96-4507,,
bank_2,1,6,MatthewRice,SAV,Matthew,Rice,560 Stephanie Pines,Masseytown,OH,US,8764,M,1951-01-10,357-90-3817,,
bank_2,1,7,CrystalMartinez,SAV,Crystal,Martinez,93511 Jessica Villages,East Beverlyburgh,ME,US,30650,F,1969-10-13,077-64-4411,,
bank_2,1,8,RickyRojas,SAV,Ricky,Rojas,886 Greene Mountain Apt. 776,Jamesberg,UT,US,42754,M,1961-08-02,190-46-7054,,
bank_2,1,9,JasonPadilla,SAV,Jason,Padilla,435 David Forges,Jasonview,HI,US,79649,M,1992-08-13,590-09-9371,,
bank_2,1,10,AdamPhillips,SAV,Adam,Phillips,34724 Reed Throughway,Port Richardstad,MD,US,42113,M,1961-04-05,620-32-7058,,
bank_2,1,11,KaylaRowe,SAV,Kayla,Rowe,4250 Jackson Trafficway,South William,MI,US,16989,F,1968-10-27,007-88-8187,,
bank_2,1,12,JuliaReyes,SAV,Julia,Reyes,3077 William Mount Suite 867,Lake Stevenmouth,ID,US,79002,F,1996-09-19,413-46-1672,,
bank_2,1,13,AntonioWhite,SAV,Antonio,White,206 Andrea Extension Apt. 500,Port Virginiaville,DE,US,66687,M,1999-02-09,437-14-2487,,
bank_2,1,14,DawnWard,SAV,Dawn,Ward,06068 Mitchell Branch Apt. 375,Wendyport,NV,US,48238,F,2003-08-22,814-14-6685,,
bank_2,1,15,MariaRamirez,SAV,Maria,Ramirez,4603 Reynolds Extensions,Lake Randystad,LA,US,12617,F,1945-04-14,117-42-5879,,
bank_2,1,16,HaleyKent,SAV,Haley,Kent,454 Jensen Union,Juanmouth,UT,US,66706,F,1959-04-04,427-48-1360,,
bank_2,1,17,HeatherDoyle,SAV,Heather,Doyle,423 Daniel Plains,Jasonburgh,CT,US,20828,F,1985-11-03,482-54-9290,,
bank_2,1,18,JenniferMurphy,SAV,Jennifer,Murphy,0384 Wilson Island Apt. 851,Port Maryton,SD,US,54483,F,1992-05-22,787-86-1403,,
bank_2,1,19,AmandaSanders,SAV,Amanda,Sanders,5105 George Path,North Patrick,ME,US,64945,F,1943-12-13,102-94-1209,,
bank_2,1,20,MonicaOdonnell,SAV,Monica,Odonnell,909 Tracey Crescent Apt. 015,Kimhaven,UT,US,22330,F,1945-06-04,326-83-0345,,
bank_2,1,21,NathanHeath,SAV,Nathan,Heath,085 Eileen Plaza,South Vanessa,DE,US,21320,M,1983-05-20,849-06-8723,,
bank_2,1,22,JermaineMay,SAV,Jermaine,May,342 John Tunnel,Kylefort,MA,US,36511,M,1987-07-30,097-24-9375,,
bank_2,1,23,JosephGutierrez,SAV,Joseph,Gutierrez,52654 Patricia Lights Suite 364,Port Michaelview,FL,US,65148,M,1977-01-26,233-88-7803,,
bank_2,1,24,KylePayne,SAV,Kyle,Payne,36141 Amanda Falls,Lake Christopherland,MS,US,84261,M,2002-10-04,596-31-5113,,
bank_2,1,25,YvonneHill,SAV,Yvonne,Hill,669 Colton Divide Apt. 096,North David,DE,US,69505,F,1993-11-09,181-81-5944,,
bank_2,1,26,ShannonTaylor,SAV,Shannon,Taylor,5216 Clark Pines,Kimberlyside,OH,US,50321,F,1971-05-24,634-50-5062,,
bank_2,1,27,ShawnHoward,SAV,Shawn,Howard,5401 Connor Inlet Apt. 692,Lake Wesleyfurt,CA,US,8984,M,1999-08-17,700-01-0842,,
bank_2,1,28,HollyNelson,SAV,Holly,Nelson,595 Matthew Underpass,East Katie,FL,US,56450,F,1976-08-25,077-57-4817,,
bank_2,1,29,MaryBowman,SAV,Mary,Bowman,074 Griffin Ridges,Port Eric,SC,US,49378,F,1957-05-14,413-22-2738,,
bank_2,1,30,KevinEdwards,SAV,Kevin,Edwards,4286 Brian Ways,New Kimberlyport,NJ,US,76478,M,1987-11-05,392-88-1933,,
bank_2,1,31,BrendaRogers,SAV,Brenda,Rogers,07624 Walters Glens Apt. 734,Johnsonfort,VT,US,37466,F,1963-02-11,463-46-9972,,
bank_2,1,32,ChristopherPeterson,SAV,Christopher,Peterson,37837 Bernard Isle Apt. 673,New Miketown,UT,US,24331,M,1954-12-03,531-62-6156,,
bank_2,1,33,WilliamOrtiz,SAV,William,Ortiz,9646 Martin Walk Suite 317,West Alex,ID,US,2184,M,1998-11-01,853-21-1611,,
bank_2,1,34,AbigailMckinney,SAV,Abigail,Mckinney,5471 Greer River Apt. 630,Joshuafurt,OR,US,44124,F,1969-03-01,023-74-1847,,
bank_2,1,35,BryanWhite,SAV,Bryan,White,59740 Stanley Spur Apt. 260,Johnsonstad,VA,US,96803,M,1999-07-12,075-42-3630,,
bank_2,1,36,SarahWilliams,SAV,Sarah,Williams,5547 Moore Plains Apt. 854,Shawnaville,PA,US,18056,F,1964-06-01,459-09-4084,,
bank_2,1,37,JuliaHaynes,SAV,Julia,Haynes,287 John Islands Suite 084,Thompsonton,IA,US,74281,F,1971-12-28,412-64-7757,,
bank_2,1,38,MelissaMartin,SAV,Melissa,Martin,678 Williams Curve,Lake Noah,AK,US,34595,F,1944-09-28,086-17-5372,,
bank_2,1,39,CarlaLarsen,SAV,Carla,Larsen,18890 Robinson Greens Suite 237,Mariamouth,OK,US,40825,F,1996-12-12,739-44-4974,,
bank_2,1,40,BrittanyHill,SAV,Brittany,Hill,4781 Hardin Wall Suite 533,Adamsville,PA,US,54317,F,1978-04-02,570-48-9977,,
bank_2,1,41,DawnTucker,SAV,Dawn,Tucker,91838 Austin Circle,Port Ryan,AL,US,2317,F,2000-11-08,443-08-1144,,
bank_2,1,42,RichardGarrett,SAV,Richard,Garrett,01920 Welch Views Apt. 957,Lake Robertbury,KS,US,4790,M,1946-04-27,404-95-6723,,
bank_2,1,43,RobertHunter,SAV,Robert,Hunter,871 Delacruz Isle Apt. 635,North Katherine,OK,US,5918,M,1988-06-25,811-89-2787,,
bank_2,1,44,RyanGriffin,SAV,Ryan,Griffin,691 Nicholas Harbors Suite 765,South Christopher,AL,US,83496,M,2001-05-28,372-64-8934,,
bank_2,1,45,JohnOrtiz,SAV,John,Ortiz,979 Williamson Crossing Suite 148,Danielton,AZ,US,62935,M,1995-09-17,406-69-9544,,
bank_2,1,46,RobinPerez,SAV,Robin,Perez,847 Gonzales Estate,Port Michelletown,HI,US,76023,F,1951-09-06,105-57-6985,,
bank_2,1,47,AngelWalter,SAV,Angel,Walter,8286 Munoz Mountains Apt. 244,Burkeborough,NM,US,18718,M,1969-09-04,726-61-3824,,
bank_2,1,48,JoshuaCarroll,SAV,Joshua,Carroll,866 Daniel Flats,West Justinbury,MA,US,79929,M,1949-05-29,307-85-2688,,
bank_2,1,49,BonnieMelton,SAV,Bonnie,Melton,78305 Howard Trail Apt. 987,North Courtneyton,TX,US,53442,F,1985-08-08,451-39-9855,,
bank_2,1,50,AlejandroMay,SAV,Alejandro,May,233 Walker Radial,North Courtneyberg,WI,US,98544,M,1964-06-17,198-09-3032,,
bank_2,1,51,JenniferWood,SAV,Jennifer,Wood,352 Perez Square,Harristown,OH,US,63512,F,1965-12-30,409-53-1497,,
bank_2,1,52,ErikaBurns,SAV,Erika,Burns,7406 Brandon Point Suite 840,Nancyburgh,IA,US,46539,F,1967-09-04,348-30-9671,,
bank_2,1,53,GabrielleHicks,SAV,Gabrielle,Hicks,771 Mikayla Centers Apt. 724,Martinezbury,TN,US,10738,F,1989-07-27,198-68-7246,,
bank_2,1,54,SusanCarpenter,SAV,Susan,Carpenter,225 Holly Club,Wrightstad,NE,US,48190,F,1959-06-02,275-36-7294,,
bank_2,1,55,CristinaKlein,SAV,Cristina,Klein,27279 Miller Causeway Apt. 413,Port Markshire,TN,US,54142,F,1984-06-21,211-18-3623,,
bank_2,1,56,LindaLee,SAV,Linda,Lee,0816 Haley Extension Apt. 625,New Danahaven,MT,US,7899,F,1957-12-07,536-52-9194,,
bank_2,1,57,VictorDudley,SAV,Victor,Dudley,8572 Jose Crossroad,Josephmouth,IL,US,28297,M,1965-06-20,847-71-3225,,
bank_2,1,58,JefferyAdams,SAV,Jeffery,Adams,66694 Eric Stravenue Suite 488,South Stephanieville,VT,US,21652,M,1947-08-03,819-78-1768,,
bank_2,1,59,RebeccaPowell,SAV,Rebecca,Powell,06902 Morgan Camp Suite 316,Danielville,MN,US,6218,F,1980-12-07,725-16-6287,,
bank_2,1,60,ChristinaKnight,SAV,Christina,Knight,75025 Carter Parks Suite 096,Victoriaview,CA,US,10662,F,1981-05-13,714-43-3903,,
bank_2,1,61,MichaelMedina,SAV,Michael,Medina,036 Perez Trace,Port Christina,FL,US,81407,M,1957-12-23,588-91-9493,,
bank_2,1,62,DanielMcknight,SAV,Daniel,Mcknight,632 Martin Fort Suite 781,Brittanyland,OK,US,50099,M,1973-10-31,036-80-7415,,
bank_2,1,63,StephanieWright,SAV,Stephanie,Wright,69436 Leah Island Apt. 314,Anthonytown,AR,US,84765,F,1967-05-11,638-82-5354,,
bank_2,1,64,MelindaSantos,SAV,Melinda,Santos,521 William Station,Georgemouth,IA,US,30261,F,1961-12-23,546-95-4867,,
bank_2,1,65,ElizabethSmith,SAV,Elizabeth,Smith,2721 Dawn Plaza,Gutierrezberg,VA,US,61365,F,1966-07-01,051-66-3916,,
bank_2,1,66,JaredJimenez,SAV,Jared,Jimenez,0603 Castaneda Pines Suite 458,Frederickton,NM,US,45057,M,2003-12-14,391-14-5196,,
bank_2,1,67,NicholasSherman,SAV,Nicholas,Sherman,289 Jacob Rest Apt. 283,Timothyhaven,DE,US,55833,M,1965-11-19,084-98-0933,,
bank_2,1,68,MirandaRamirez,SAV,Miranda,Ramirez,14945 Anthony Square Apt. 590,Malikborough,RI,US,69741,F,2000-01-17,553-04-6374,,
bank_2,1,69,AmandaHarris,SAV,Amanda,Harris,601 Gross Prairie Apt. 055,Port Anthony,NV,US,57695,F,1955-02-16,511-43-7932,,
bank_2,1,70,TinaWalter,SAV,Tina,Walter,8081 Hopkins Avenue Suite 315,Garciaside,KY,US,19566,F,1941-11-22,132-77-1494,,
bank_2,1,71,MaryHernandez,SAV,Mary,Hernandez,03279 Watson Corners,North Alan,LA,US,56428,F,1983-09-22,725-52-2949,,
bank_2,1,72,EdwardWright,SAV,Edward,Wright,9869 Alexandra Brooks,Patriciamouth,NY,US,34414,M,1978-02-20,039-58-2382,,
bank_2,1,73,LauraKelly,SAV,Laura,Kelly,59734 Zimmerman Underpass,Lake Jerry,SD,US,980,F,1998-07-11,073-28-7809,,
bank_2,1,74,ElizabethBonilla,SAV,Elizabeth,Bonilla,67392 Dalton Center,West Betty,OR,US,99017,F,1996-08-12,692-65-2046,,
bank_2,1,75,RileyTodd,SAV,Riley,Todd,31418 Dean Wells Suite 038,Gonzaleston,WV,US,95735,M,1980-05-19,275-20-4996,,
